locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHKFPPHE_00379	CDS	2877	barA_2	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
AHKFPPHE_00380	CDS	735	pdxJ	2.6.99.2		Pyridoxine 5'-phosphate synthase
AHKFPPHE_00381	CDS	756	recO		COG1381	DNA repair protein RecO
AHKFPPHE_00382	CDS	918	era		COG1159	GTPase Era
AHKFPPHE_00383	CDS	690	rnc	3.1.26.3	COG0571	Ribonuclease 3
AHKFPPHE_00384	CDS	387				hypothetical protein
AHKFPPHE_00385	CDS	780	lepB	3.4.21.89	COG0681	Signal peptidase I
AHKFPPHE_00386	CDS	1803	lepA	3.6.5.-	COG0481	Elongation factor 4
AHKFPPHE_00387	CDS	2727				hypothetical protein
AHKFPPHE_00388	CDS	1479	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
AHKFPPHE_00389	CDS	450	rseC		COG3086	Protein RseC
AHKFPPHE_00390	CDS	1032	mucB		COG3026	Sigma factor AlgU regulatory protein MucB
AHKFPPHE_00391	CDS	558	mucA		COG3073	Sigma factor AlgU negative regulatory protein
AHKFPPHE_00392	CDS	690	rpoE_1			ECF RNA polymerase sigma-E factor
AHKFPPHE_00393	CDS	1629	nadB	1.4.3.16	COG0029	L-aspartate oxidase
AHKFPPHE_00394	CDS	273	sdhE			FAD assembly factor SdhE
AHKFPPHE_00395	CDS	459				hypothetical protein
AHKFPPHE_00396	CDS	966	ygfZ		COG0354	tRNA-modifying protein YgfZ
AHKFPPHE_00397	CDS	735	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
AHKFPPHE_00398	CDS	1536	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
AHKFPPHE_00399	CDS	843	prfB		COG1186	Peptide chain release factor RF2
AHKFPPHE_00400	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
AHKFPPHE_00401	CDS	1401	thrC	4.2.3.1	COG0498	Threonine synthase
AHKFPPHE_00402	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
AHKFPPHE_00403	CDS	735	dsbC_1		COG1651	Thiol:disulfide interchange protein DsbC
AHKFPPHE_00404	CDS	912				IS91 family transposase ISTha3
AHKFPPHE_00405	CDS	357	rplS		COG0335	50S ribosomal protein L19
AHKFPPHE_00406	CDS	759	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
AHKFPPHE_00407	CDS	528	rimM		COG0806	Ribosome maturation factor RimM
AHKFPPHE_00408	CDS	240	rpsP		COG0228	30S ribosomal protein S16
AHKFPPHE_00409	CDS	1386	ffh		COG0541	Signal recognition particle protein
AHKFPPHE_00410	CDS	807	ypjD		COG4137	Inner membrane protein YpjD
AHKFPPHE_00411	CDS	1281				hypothetical protein
AHKFPPHE_00412	CDS	2202				hypothetical protein
AHKFPPHE_00413	CDS	753				hypothetical protein
AHKFPPHE_00414	CDS	327	grxD		COG0278	Glutaredoxin 4
AHKFPPHE_00415	CDS	915	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
AHKFPPHE_00416	CDS	1074	fbpC2	3.6.3.30	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
AHKFPPHE_00417	CDS	1482	glpK	2.7.1.30		Glycerol kinase
AHKFPPHE_00418	CDS	1569	rstB	2.7.13.3		Sensor protein RstB
AHKFPPHE_00419	CDS	735	rstA		COG0745	Transcriptional regulatory protein RstA
AHKFPPHE_00420	CDS	762				hypothetical protein
AHKFPPHE_00421	CDS	813				hypothetical protein
AHKFPPHE_00422	CDS	477	slyD_2	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
AHKFPPHE_00423	CDS	2214				hypothetical protein
AHKFPPHE_00424	CDS	354				hypothetical protein
AHKFPPHE_00425	CDS	1038	tas		COG0667	Protein tas
AHKFPPHE_00426	CDS	1221	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
AHKFPPHE_00427	CDS	582				hypothetical protein
AHKFPPHE_00428	CDS	1065	dinB	2.7.7.7	COG0389	DNA polymerase IV
AHKFPPHE_00429	CDS	279				hypothetical protein
AHKFPPHE_00430	CDS	363				hypothetical protein
AHKFPPHE_00431	CDS	771	minC		COG0850	Septum site-determining protein MinC
AHKFPPHE_00432	CDS	813	minD		COG2894	Septum site-determining protein MinD
AHKFPPHE_00433	CDS	252	minE		COG0851	Cell division topological specificity factor
AHKFPPHE_00434	CDS	1008				hypothetical protein
AHKFPPHE_00435	CDS	738				hypothetical protein
AHKFPPHE_00436	CDS	492				hypothetical protein
AHKFPPHE_00437	CDS	1386				hypothetical protein
AHKFPPHE_00438	CDS	1614		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
AHKFPPHE_00439	CDS	1659	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
AHKFPPHE_00440	CDS	1353	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
AHKFPPHE_00441	CDS	1752	dctB	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
AHKFPPHE_00442	CDS	2196				hypothetical protein
AHKFPPHE_00443	CDS	978				hypothetical protein
AHKFPPHE_00444	CDS	1563	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
AHKFPPHE_00445	CDS	1110				hypothetical protein
AHKFPPHE_00446	CDS	1191				hypothetical protein
AHKFPPHE_00447	CDS	1038				hypothetical protein
AHKFPPHE_00448	CDS	3099	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
AHKFPPHE_00449	CDS	690	kipI		COG2049	Kinase A inhibitor
AHKFPPHE_00450	CDS	954	kipA		COG1984	KipI antagonist
AHKFPPHE_00451	CDS	1470	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
AHKFPPHE_00452	CDS	1068				hypothetical protein
AHKFPPHE_00453	CDS	906	rimK_1	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
AHKFPPHE_00454	CDS	492				hypothetical protein
AHKFPPHE_00455	CDS	888	mscS_1		COG0668	Small-conductance mechanosensitive channel
AHKFPPHE_00456	CDS	819				hypothetical protein
AHKFPPHE_00457	CDS	1392	phrB_1	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
AHKFPPHE_00458	CDS	744	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
AHKFPPHE_00459	CDS	855	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
AHKFPPHE_00460	CDS	1089	prfA		COG0216	Peptide chain release factor RF1
AHKFPPHE_00461	CDS	1290	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
AHKFPPHE_00462	CDS	1746	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AHKFPPHE_00463	CDS	627	lolB		COG3017	Outer-membrane lipoprotein LolB
AHKFPPHE_00464	CDS	861	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
AHKFPPHE_00465	tRNA	75				tRNA-Gln(ttg)
AHKFPPHE_00466	CDS	639	rplY			50S ribosomal protein L25
AHKFPPHE_00467	CDS	573	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
AHKFPPHE_00468	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
AHKFPPHE_00469	tRNA	77				tRNA-Met(cat)
AHKFPPHE_00470	CDS	444				hypothetical protein
AHKFPPHE_00471	CDS	1212			COG1680	putative protein
AHKFPPHE_00472	CDS	387	mdeA_1	4.4.1.11		L-methionine gamma-lyase
AHKFPPHE_00473	CDS	900	mdeA_2	4.4.1.11		L-methionine gamma-lyase
AHKFPPHE_00474	CDS	1044	lipA	2.8.1.8		Lipoyl synthase
AHKFPPHE_00475	CDS	2478				hypothetical protein
AHKFPPHE_00476	CDS	2052			COG1292	Glycine betaine transporter
AHKFPPHE_00477	CDS	441				hypothetical protein
AHKFPPHE_00478	CDS	924	rbgA		COG1161	Ribosome biogenesis GTPase A
AHKFPPHE_00479	CDS	750	anr			Transcriptional activator protein Anr
AHKFPPHE_00480	CDS	894	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
AHKFPPHE_00481	CDS	357				hypothetical protein
AHKFPPHE_00482	CDS	1074	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
AHKFPPHE_00483	CDS	1407	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
AHKFPPHE_00484	CDS	447	rplI		COG0359	50S ribosomal protein L9
AHKFPPHE_00485	CDS	867				hypothetical protein
AHKFPPHE_00486	CDS	231	rpsR		COG0238	30S ribosomal protein S18
AHKFPPHE_00487	CDS	417	rpsF		COG0360	30S ribosomal protein S6
AHKFPPHE_00488	CDS	738	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
AHKFPPHE_00489	CDS	2454	rnr_1	3.1.13.1	COG0557	Ribonuclease R
AHKFPPHE_00490	tRNA	87				tRNA-Leu(cag)
AHKFPPHE_00491	CDS	1899				hypothetical protein
AHKFPPHE_00492	CDS	1140	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AHKFPPHE_00493	CDS	624	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
AHKFPPHE_00494	CDS	1395	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
AHKFPPHE_00495	CDS	1263	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
AHKFPPHE_00496	CDS	243	grxA		COG0695	Glutaredoxin 1
AHKFPPHE_00497	CDS	444	yqaA		COG1238	Inner membrane protein YqaA
AHKFPPHE_00498	CDS	1446	ubiB_1	2.7.-.-		protein kinase UbiB
AHKFPPHE_00499	CDS	1146				hypothetical protein
AHKFPPHE_00500	CDS	639	lipB	2.3.1.181	COG0321	Octanoyltransferase
AHKFPPHE_00501	CDS	297				hypothetical protein
AHKFPPHE_00502	CDS	1170	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
AHKFPPHE_00503	CDS	900	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
AHKFPPHE_00504	CDS	1143	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
AHKFPPHE_00505	CDS	1896	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
AHKFPPHE_00506	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AHKFPPHE_00507	CDS	351	rsfS			Ribosomal silencing factor RsfS
AHKFPPHE_00508	CDS	651	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
AHKFPPHE_00509	CDS	1257	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
AHKFPPHE_00510	CDS	1017				hypothetical protein
AHKFPPHE_00511	CDS	999				hypothetical protein
AHKFPPHE_00512	CDS	1461				hypothetical protein
AHKFPPHE_00513	CDS	597				hypothetical protein
AHKFPPHE_00514	CDS	1836	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
AHKFPPHE_00515	CDS	405				hypothetical protein
AHKFPPHE_00516	CDS	1092				hypothetical protein
AHKFPPHE_00517	CDS	351				hypothetical protein
AHKFPPHE_00518	CDS	249				hypothetical protein
AHKFPPHE_00519	CDS	900	dhmA1	3.8.1.5		Haloalkane dehalogenase 1
AHKFPPHE_00520	CDS	789				hypothetical protein
AHKFPPHE_00521	CDS	1527	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
AHKFPPHE_00522	CDS	516	dhfrIII	1.5.1.3		Dihydrofolate reductase type 3
AHKFPPHE_00523	CDS	840	thyA	2.1.1.45	COG0207	Thymidylate synthase
AHKFPPHE_00524	CDS	789	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
AHKFPPHE_00525	CDS	798				hypothetical protein
AHKFPPHE_00526	CDS	774				hypothetical protein
AHKFPPHE_00527	CDS	258	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
AHKFPPHE_00528	CDS	897	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
AHKFPPHE_00529	CDS	1932	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
AHKFPPHE_00530	CDS	612	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
AHKFPPHE_00531	CDS	510	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
AHKFPPHE_00532	CDS	951	thiE_1	2.5.1.3		Thiamine-phosphate synthase
AHKFPPHE_00533	CDS	1218	argJ			Arginine biosynthesis bifunctional protein ArgJ
AHKFPPHE_00534	CDS	2748	secA		COG0653	Protein translocase subunit SecA
AHKFPPHE_00535	CDS	957				hypothetical protein
AHKFPPHE_00536	CDS	456				hypothetical protein
AHKFPPHE_00537	CDS	915	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
AHKFPPHE_00538	CDS	1158	ftsZ		COG0206	Cell division protein FtsZ
AHKFPPHE_00539	CDS	1236	ftsA_1		COG0849	Cell division protein FtsA
AHKFPPHE_00540	CDS	840	ftsQ			Cell division protein FtsQ
AHKFPPHE_00541	CDS	978	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
AHKFPPHE_00542	CDS	1446	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
AHKFPPHE_00543	CDS	1086	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AHKFPPHE_00544	CDS	1200	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AHKFPPHE_00545	CDS	1341	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
AHKFPPHE_00546	CDS	1086	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AHKFPPHE_00547	CDS	1395	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AHKFPPHE_00548	CDS	1485	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AHKFPPHE_00549	CDS	1695	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
AHKFPPHE_00550	CDS	405	ftsL			Cell division protein FtsL
AHKFPPHE_00551	CDS	957	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
AHKFPPHE_00552	CDS	453	mraZ		COG2001	Transcriptional regulator MraZ
AHKFPPHE_00553	CDS	873	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
AHKFPPHE_00554	CDS	1854	lpoA			Penicillin-binding protein activator LpoA
AHKFPPHE_00555	CDS	366				hypothetical protein
AHKFPPHE_00556	CDS	591	gmhA	5.3.1.28		Phosphoheptose isomerase
AHKFPPHE_00557	CDS	426	sspB		COG2969	Stringent starvation protein B
AHKFPPHE_00558	CDS	630	sspA		COG0625	Stringent starvation protein A
AHKFPPHE_00559	CDS	759	petC		COG2857	Ammonia monooxygenase gamma subunit
AHKFPPHE_00560	CDS	1233	petB		COG1290	Cytochrome b
AHKFPPHE_00561	CDS	597	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
AHKFPPHE_00562	CDS	393	rpsI		COG0103	30S ribosomal protein S9
AHKFPPHE_00563	CDS	429	rplM		COG0102	50S ribosomal protein L13
AHKFPPHE_00564	CDS	789	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
AHKFPPHE_00565	CDS	1581	prfC		COG4108	Peptide chain release factor RF3
AHKFPPHE_00566	CDS	477	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
AHKFPPHE_00567	CDS	777				hypothetical protein
AHKFPPHE_00568	CDS	1551	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
AHKFPPHE_00569	rRNA	108				5S ribosomal RNA
AHKFPPHE_00570	CDS	915	yedI		COG2354	Inner membrane protein YedI
AHKFPPHE_00571	CDS	1224	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
AHKFPPHE_00572	CDS	1287	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
AHKFPPHE_00573	CDS	1320	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AHKFPPHE_00574	CDS	642				hypothetical protein
AHKFPPHE_00575	CDS	579				hypothetical protein
AHKFPPHE_00576	CDS	513				hypothetical protein
AHKFPPHE_00577	CDS	642	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
AHKFPPHE_00578	CDS	1275				hypothetical protein
AHKFPPHE_00579	CDS	261				hypothetical protein
AHKFPPHE_00580	CDS	297	zapA		COG3027	Cell division protein ZapA
AHKFPPHE_00581	CDS	1731				hypothetical protein
AHKFPPHE_00582	CDS	636	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
AHKFPPHE_00583	CDS	165				hypothetical protein
AHKFPPHE_00584	CDS	1536	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
AHKFPPHE_00585	CDS	681	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
AHKFPPHE_00586	CDS	1140	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AHKFPPHE_00587	CDS	528	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
AHKFPPHE_00588	CDS	1053				hypothetical protein
AHKFPPHE_00589	CDS	1986				hypothetical protein
AHKFPPHE_00590	CDS	1611	cheB_1	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
AHKFPPHE_00591	CDS	441	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
AHKFPPHE_00592	CDS	465	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
AHKFPPHE_00593	CDS	1347	accC	6.3.4.14	COG0439	Biotin carboxylase
AHKFPPHE_00594	CDS	831	prmA_1	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AHKFPPHE_00595	CDS	1143				hypothetical protein
AHKFPPHE_00596	CDS	999	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
AHKFPPHE_00597	CDS	318	fis		COG2901	DNA-binding protein Fis
AHKFPPHE_00598	CDS	1581	purH		COG0138	Bifunctional purine biosynthesis protein PurH
AHKFPPHE_00599	CDS	1287	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AHKFPPHE_00600	CDS	936	lip1_1	3.1.1.3		Lipase 1
AHKFPPHE_00601	CDS	1572	ybaL		COG1226	Putative cation/proton antiporter YbaL
AHKFPPHE_00602	CDS	1347	egtB	1.14.99.50	COG1262	Hercynine oxygenase
AHKFPPHE_00603	CDS	114				hypothetical protein
AHKFPPHE_00604	CDS	3111	bepE_1			Efflux pump membrane transporter BepE
AHKFPPHE_00605	CDS	1173	bepD			Efflux pump periplasmic linker BepD
AHKFPPHE_00606	CDS	600	bepR			HTH-type transcriptional repressor BepR
AHKFPPHE_00607	CDS	1839				hypothetical protein
AHKFPPHE_00608	CDS	1389	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
AHKFPPHE_00609	CDS	1104				hypothetical protein
AHKFPPHE_00610	CDS	474				hypothetical protein
AHKFPPHE_00611	CDS	693				hypothetical protein
AHKFPPHE_00612	CDS	339				hypothetical protein
AHKFPPHE_00613	CDS	1029				hypothetical protein
AHKFPPHE_00614	CDS	1593		4.1.3.1	COG2224	Isocitrate lyase
AHKFPPHE_00615	CDS	1494				hypothetical protein
AHKFPPHE_00616	CDS	351				hypothetical protein
AHKFPPHE_00617	CDS	390				hypothetical protein
AHKFPPHE_00618	CDS	1947				hypothetical protein
AHKFPPHE_00619	CDS	1731	dauA		COG0659	C4-dicarboxylic acid transporter DauA
AHKFPPHE_00620	CDS	189				hypothetical protein
AHKFPPHE_00621	CDS	996				hypothetical protein
AHKFPPHE_00622	CDS	711				hypothetical protein
AHKFPPHE_00623	CDS	1068				hypothetical protein
AHKFPPHE_00624	CDS	708				hypothetical protein
AHKFPPHE_00625	CDS	459				hypothetical protein
AHKFPPHE_00626	CDS	1077			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
AHKFPPHE_00627	CDS	546				hypothetical protein
AHKFPPHE_00628	CDS	1296	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AHKFPPHE_00629	CDS	1320	ubiG_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
AHKFPPHE_00630	CDS	1125				hypothetical protein
AHKFPPHE_00631	CDS	570				hypothetical protein
AHKFPPHE_00632	CDS	474			COG0783	putative protein
AHKFPPHE_00633	CDS	276				hypothetical protein
AHKFPPHE_00634	CDS	1440	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
AHKFPPHE_00635	CDS	672	rhtC_1		COG1280	Threonine efflux protein
AHKFPPHE_00636	CDS	1053	aroF_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
AHKFPPHE_00637	CDS	795				hypothetical protein
AHKFPPHE_00638	CDS	504				hypothetical protein
AHKFPPHE_00639	CDS	1098	bepF_1			Efflux pump periplasmic linker BepF
AHKFPPHE_00640	CDS	3081	bepE_2			Efflux pump membrane transporter BepE
AHKFPPHE_00641	CDS	1002	rhaS_1			HTH-type transcriptional activator RhaS
AHKFPPHE_00642	CDS	312				hypothetical protein
AHKFPPHE_00643	CDS	1320				hypothetical protein
AHKFPPHE_00644	CDS	1296		2.6.1.1		Aspartate aminotransferase
AHKFPPHE_00645	CDS	825	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
AHKFPPHE_00646	CDS	588	slmA_1		COG1309	Nucleoid occlusion factor SlmA
AHKFPPHE_00647	CDS	810	thiG	2.8.1.10	COG2022	Thiazole synthase
AHKFPPHE_00648	CDS	201				hypothetical protein
AHKFPPHE_00649	CDS	399				hypothetical protein
AHKFPPHE_00650	CDS	804	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
AHKFPPHE_00651	CDS	831	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
AHKFPPHE_00652	CDS	1011	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
AHKFPPHE_00653	CDS	1344	surA	5.2.1.8	COG0760	Chaperone SurA
AHKFPPHE_00654	CDS	2385	lptD		COG1452	LPS-assembly protein LptD
AHKFPPHE_00655	CDS	1047	amgK	2.7.1.-	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
AHKFPPHE_00656	CDS	675	murU	2.7.7.-	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
AHKFPPHE_00657	CDS	687	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
AHKFPPHE_00658	CDS	690	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
AHKFPPHE_00659	CDS	1488	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
AHKFPPHE_00660	CDS	579	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
AHKFPPHE_00661	CDS	1029	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
AHKFPPHE_00662	CDS	822	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
AHKFPPHE_00663	CDS	612				hypothetical protein
AHKFPPHE_00664	CDS	618	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
AHKFPPHE_00665	CDS	741	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AHKFPPHE_00666	CDS	1101				hypothetical protein
AHKFPPHE_00667	CDS	978				hypothetical protein
AHKFPPHE_00668	CDS	738	ligF			Protein LigF
AHKFPPHE_00669	CDS	984				hypothetical protein
AHKFPPHE_00670	CDS	933		3.1.1.23	COG2267	Monoacylglycerol lipase
AHKFPPHE_00671	CDS	786	modA		COG0725	Molybdate-binding protein ModA
AHKFPPHE_00672	CDS	678	modB		COG4149	Molybdenum transport system permease protein ModB
AHKFPPHE_00673	CDS	1077	cysA_2	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
AHKFPPHE_00674	CDS	642	vfr		COG0664	Cyclic AMP receptor-like protein
AHKFPPHE_00675	CDS	423	yhfA		COG1765	Protein YhfA
AHKFPPHE_00676	CDS	792	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
AHKFPPHE_00677	CDS	858				hypothetical protein
AHKFPPHE_00678	CDS	867	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, chromosomal
AHKFPPHE_00679	CDS	3753				hypothetical protein
AHKFPPHE_00680	CDS	1071				hypothetical protein
AHKFPPHE_00681	CDS	1326	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
AHKFPPHE_00682	CDS	1170	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
AHKFPPHE_00683	CDS	1245				hypothetical protein
AHKFPPHE_00684	CDS	897	argB	2.7.2.8	COG0548	Acetylglutamate kinase
AHKFPPHE_00685	CDS	2634				hypothetical protein
AHKFPPHE_00686	CDS	462	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
AHKFPPHE_00687	CDS	1215	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AHKFPPHE_00688	CDS	675				hypothetical protein
AHKFPPHE_00689	CDS	237	rpmB		COG0227	50S ribosomal protein L28
AHKFPPHE_00690	CDS	156	rpmG		COG0267	50S ribosomal protein L33
AHKFPPHE_00691	CDS	861				hypothetical protein
AHKFPPHE_00692	CDS	636	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
AHKFPPHE_00693	CDS	609	cc4_1		COG2863	Cytochrome c4
AHKFPPHE_00694	CDS	645	engB		COG0218	putative GTP-binding protein EngB
AHKFPPHE_00695	CDS	663				hypothetical protein
AHKFPPHE_00696	CDS	1446	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
AHKFPPHE_00697	CDS	591				hypothetical protein
AHKFPPHE_00698	CDS	1599		1.1.-.-	COG2303	putative GMC-type oxidoreductase
AHKFPPHE_00699	CDS	483	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
AHKFPPHE_00700	CDS	1293				hypothetical protein
AHKFPPHE_00701	CDS	2142	ppk	2.7.4.1	COG0855	Polyphosphate kinase
AHKFPPHE_00702	CDS	1032	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
AHKFPPHE_00703	CDS	222				hypothetical protein
AHKFPPHE_00704	CDS	630	fadR			Fatty acid metabolism regulator protein
AHKFPPHE_00705	CDS	1692	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
AHKFPPHE_00706	CDS	348				hypothetical protein
AHKFPPHE_00707	CDS	1695	panP	4.1.1.11	COG0076	Aspartate 1-decarboxylase
AHKFPPHE_00708	CDS	267				hypothetical protein
